ids,data
Q6C9T3,5.14728E-06
Q6CBJ8,8.03985E-06
Q6CDR4,4.01372E-06
Q6C1R9,9.45031E-06
Q6C9J1,1.63418E-07
Q6CB30,4.25562E-06
Q6C5Z2,7.42018E-06
Q6CEU1,9.53762E-06
Q6C6R8,2.6329E-06
Q6C673,2.0647E-06
Q6CD86,8.54913E-06
Q96VC9,6.71052E-06
Q6C4K3,5.86687E-06
Q6C0I6,1.9133E-06
B5FVF6,6.47442E-06
Q6C103,6.87879E-06
Q6C5D3,9.42719E-06
Q6CHB3,2.25151E-07
Q6C1J1,8.45811E-06
B5RSJ8,6.66148E-06
Q6CFQ4,3.05695E-06
P78979,2.68315E-06
Q6CGC1,5.66892E-06
Q6C2H6,9.47992E-06
Q6C5V8,4.92363E-07
Q6C621,5.0691E-06
Q6CGG4,8.36517E-06
Q6C450,6.0561E-06
Q6C175,3.95003E-06
Q6C173,6.40845E-06
Q6C721,2.46151E-06
Q6C395,6.01313E-06
Q6C6S7,9.13793E-06
Q6CFN7,8.65192E-06
Q6C6H7,1.76127E-06
Q6C7J9,2.34591E-06
Q6C888,4.48567E-06
Q6CEB2,1.69015E-06
Q6C805,6.7369E-06
Q6C4X6,1.4463E-06
Q6C1F0,9.41154E-06
Q6C7X8,5.08941E-06
Q6C883,3.65359E-06
Q6C433,1.87012E-06
Q6CEB0,2.92676E-07
Q6C907,8.4587E-06
Q6C2P3,6.90992E-06
Q6CAB6,3.88998E-07
Q6C8B1,6.25195E-06
P13645,7.21751E-06
Q6CFT5,6.99121E-06
Q6C2D0,4.91683E-06
Q6C0P3,3.82506E-06
Q6C0S1,3.16366E-06
Q6CF87,5.00221E-06
Q6CAX5,9.30118E-06
Q6C7A4,9.38974E-06
Q6BZX5,5.1057E-06
Q6C1J7,2.89026E-06
Q6C0X2,2.91453E-07
Q6CC37,7.62352E-06
B5RSM3,5.04659E-06
Q6CDY9,7.00639E-06
Q6C1B9,9.2576E-06
Q6C8P7,3.26358E-06
Q6BZW1,3.38312E-06
Q6C4P5,5.87982E-06
Q6C9A0,1.65252E-06
Q6C662,4.6734E-06
Q6BZZ4,4.33729E-06
Q6C690,1.41102E-06
Q6CEE5,6.38692E-07
Q6C1X0,2.78985E-06
Q6C1D4,2.25118E-06
Q6C4C4,6.30606E-06
F2Z686,6.05271E-06
Q6C6T3,8.73278E-06
Q9B6D5,1.80335E-06
Q6CI78,5.8235E-06
Q6CAG5,1.91762E-06
Q6CF93,6.68757E-06
Q6C1G7,4.1224E-06
Q6CC43,4.08248E-06
Q6C7P6,2.49921E-06
Q6C9Z1,3.82979E-07
B5RSK2,4.78206E-06
Q6C0U5,8.71867E-06
Q6C4P4,2.40308E-06
Q6CHU3,5.86852E-06
Q6C7M5,4.13151E-07
Q6C6U0,7.98243E-06
Q6C5J1,6.4381E-06
Q6CHK2,1.04816E-06
Q6C873,6.44606E-06
Q6C631,1.98794E-06
Q6C154,7.66799E-06
Q6CBW7,7.23174E-06
B5RSK9,2.22372E-06
Q6C8A4,2.78275E-06
Q6BZQ9,4.96772E-06
Q6C1C8,6.94468E-06
Q6C5A1,8.87929E-06
Q6C3G5,8.99558E-06
Q6C9G2,6.89234E-06
Q6C517,6.22231E-06
Q6CDN6,9.12853E-06
Q6C5X7,4.91715E-06
Q6CA90,9.30171E-06
Q6C8S5,5.81277E-06
Q6C7M7,8.20604E-06
Q6C199,6.58146E-07
Q6C705,1.46331E-06
B5FVE3,9.65653E-06
Q6C3J1,4.20977E-06
Q6CAX2,7.49666E-06
Q6CD36,9.96569E-08
Q6C1U0,8.91504E-06
Q6C653,3.50585E-07
Q6C172,4.62866E-06
Q6C8W4,5.67081E-06
Q6C973,6.43181E-06
Q6C279,4.30695E-06
Q6C1Q8,3.30222E-06
Q6C2M6,4.83839E-06
Q6C4X1,8.05464E-06
Q6C046,6.01179E-06
Q6C5D8,3.90462E-06
Q6C8Y4,9.60147E-07
Q6CBQ8,3.36194E-06
Q6C7A7,6.61452E-06
Q6C1K9,2.08163E-06
Q6CCZ6,4.95294E-06
Q6C647,1.05586E-06
Q6CFM7,2.38311E-06
Q6C8F7,3.7791E-06
Q6CCH4,8.55291E-06
Q6CEB4,1.06889E-06
Q6C331,6.94222E-06
Q6CE72,1.75172E-06
Q6C5R5,1.72889E-06
Q6CF80,3.49785E-06
Q6C071,9.5318E-06
Q6C6I6,1.01216E-07
Q6CI80,7.28646E-06
Q6C206,1.60742E-06
Q6CG89,6.38483E-06
Q6C5W3,9.08468E-06
Q6C325,4.9925E-06
Q6CG81,7.53898E-06
Q6CEH1,5.04807E-06
Q6CED9,2.52687E-06
Q6BZP5,8.20964E-06
Q6CA94,5.64227E-06
Q6C0T2,7.93656E-06
Q6C4B7,8.99873E-06
Q6C2N1,1.59379E-06
Q6CA05,3.12266E-06
Q6BZV1,7.01484E-06
Q6C3X8,6.97964E-06
Q6C666,3.13923E-06
Q6CDQ3,5.31801E-06
Q6C1H7,7.1831E-06
Q6CF76,7.16945E-06
Q6CDH2,2.16873E-06
Q6CEK7,1.20655E-07
Q6CG54,7.35172E-07
Q6CH56,9.55155E-06
Q6C8Q2,2.78379E-06
Q6C6G7,9.72623E-06
Q6CF19,4.52573E-06
Q6CDS0,1.87424E-06
Q6CEP7,4.09414E-06
Q6C275,5.09713E-06
Q6C966,7.89424E-06
Q6C5W0,5.85158E-06
Q6CFL2,6.25924E-06
Q6CBA7,4.73971E-06
Q6C098,4.93605E-06
Q6CGI8,1.85248E-06
Q6CEY9,5.11769E-07
Q6CC84,3.57564E-06
Q6CI05,1.98635E-06
Q6C292,9.94056E-06
Q6CF18,9.09701E-07
Q6C095,6.17642E-06
Q6CBB8,3.84756E-06
Q6C5K1,2.56403E-06
Q6C5B4,8.76473E-06
Q6CBL1,8.97382E-06
Q6CAM0,8.44103E-06
Q6C935,3.55941E-06
Q6C1N6,7.05678E-06
Q6C754,8.37866E-06
Q6C4I0,9.78255E-06
Q6CDL9,4.72509E-06
Q6C7C9,3.96888E-06
Q6C453,5.79836E-06
Q6C7Q4,3.14723E-06
Q6C0W2,5.137E-06
Q6CC56,3.85062E-06
Q6CDR5,2.97905E-08
Q6C3J3,1.51767E-06
Q6C110,6.84543E-06
Q6CBH3,6.16405E-06
B5FVB1,9.10694E-06
Q6C4P3,9.7522E-06
Q6CC34,9.68034E-06
Q6CEX3,4.80507E-08
Q6C9H2,1.77436E-06
Q6BZW6,2.65027E-06
Q6CB88,8.32065E-06
Q6CAK5,4.61475E-06
Q6CAT3,8.35986E-06
Q6CDN8,1.00901E-06
Q6C1C1,1.22414E-06
Q6C5P8,7.86988E-06
Q6CEM0,7.66181E-06
Q6CGA2,4.40538E-06
Q6C4S6,9.53813E-06
Q6CF61,2.36166E-06
Q6C309,4.49567E-06
Q6CHE6,6.14915E-06
Q6CEG2,8.1033E-06
Q6CE84,8.84817E-06
Q6C9W0,5.26756E-06
Q6CAD6,7.35959E-06
Q6C804,4.67008E-06
Q6C4L0,7.2992E-06
B5RSL7,1.67995E-06
Q6C341,6.37262E-06
Q6CH22,5.8897E-06
Q6CAJ1,5.01254E-06
Q6CC35,7.3814E-06
B5FVB6,2.39164E-06
Q6CGN0,6.57812E-08
Q6C0P0,9.42967E-07
Q6C0V2,1.37948E-06
Q6C6E6,3.47018E-06
Q6C077,9.71179E-07
Q6CGU5,2.74172E-06
Q6C806,8.82936E-06
Q6C5Q9,7.8611E-06
Q6C4Z2,2.8347E-06
Q6CBU8,4.38665E-06
Q6CEX7,9.95011E-06
B5RSL0,1.20128E-06
Q6C8N4,2.72345E-06
Q6C957,9.64399E-06
Q6C2T4,2.00526E-06
Q6C7Y5,1.25073E-06
Q6CGB7,4.72574E-06
Q6C2P5,6.6109E-06
O74935,2.88352E-06
Q6C1E6,8.93513E-06
Q6C4T1,9.79245E-06
Q6C9X0,6.51417E-08
B5FVG2,8.2583E-06
Q6C0P6,9.85274E-06
Q6CDA0,1.40035E-06
Q6C1N3,5.71265E-06
Q6C1M7,5.56686E-06
Q6C3S0,6.70015E-06
Q6C339,6.08191E-06
Q6C650,1.2293E-07
Q6C0U1,1.19838E-06
Q6C6T5,1.26399E-06
Q6C8W1,4.42357E-06
B5FVG5,2.41108E-06
Q6C2S9,4.26728E-06
Q6C949,8.75462E-07
Q6C658,4.37553E-06
Q6C7Q3,7.77981E-06
Q6C3K3,9.67297E-06
Q6CEA1,8.44498E-06
Q6CFG6,9.6079E-06
Q6CBT0,5.09967E-06
Q6CF67,9.71981E-07
Q6C353,5.57389E-06
Q6C525,6.02536E-06
Q6C1N9,5.09798E-06
Q6CFL9,4.16231E-07
Q28107,7.94053E-06
Q6C7K5,2.35344E-07
Q6CBI8,4.71316E-06
Q6C5A3,3.42001E-06
Q6CFN8,6.42019E-06
Q6C946,3.95218E-06
Q6CF05,1.97847E-06
Q6C5J7,7.74718E-06
Q6BZX3,5.2034E-06
Q6C3R6,7.23803E-06
Q6C8Z0,1.89356E-06
Q6C6V9,2.89447E-06
B5FVD3,7.29609E-06
Q6C2H5,6.70436E-06
Q6C1Y6,7.16998E-06
Q6CAL1,7.53704E-07
Q6C2M1,2.04641E-08
Q6C5K5,9.3212E-06
Q6CEN5,6.89414E-06
Q6C8J9,8.70493E-06
Q6CDR7,3.49332E-06
Q6C1Y4,5.12774E-06
Q6CE85,7.61258E-06
Q6CFF2,1.33507E-06
Q6C9I6,7.75393E-06
F2Z6D7,1.23454E-06
Q6CFP4,7.04642E-07
Q12724,2.45868E-06
Q6C8H9,4.2804E-06
Q6C6C3,5.44161E-06
Q6CBW8,9.67326E-06
Q6C6E4,4.26255E-06
Q6CEG9,8.98788E-06
Q6C872,3.02682E-07
B5RSK3,2.28823E-06
Q6C9N2,7.14457E-07
Q6CG45,8.06429E-06
Q6CDJ5,1.0637E-06
Q6CEK4,4.97655E-06
Q6C160,7.93388E-06
Q6C196,3.09915E-06
Q6C830,8.64828E-07
Q6CFW9,4.57146E-06
Q6C120,8.2286E-06
Q6C8H2,9.58603E-06
Q6CFK9,2.6188E-06
Q6C828,7.44548E-06
Q6CBU4,3.92359E-06
Q6BZQ3,1.26755E-06
Q6C2I7,4.43558E-06
Q6CG13,8.14908E-06
Q6CDV5,5.62082E-06
Q6C9K5,5.44421E-06
Q6CCS8,2.46298E-06
Q6CB51,2.72164E-06
Q6C7E2,8.70977E-06
Q6C2Y7,5.50529E-06
Q6CAZ0,9.90581E-06
Q6C258,3.89747E-06
Q6C356,7.35951E-06
Q6C3V7,9.32491E-06
Q6CEE7,2.63057E-06
Q6C2G9,8.5406E-06
Q6C005,2.22482E-06
Q6C0U8,3.55496E-06
Q6CB53,3.80319E-06
Q6C526,2.45122E-06
Q6C7P8,1.21727E-06
Q6CBM6,9.25037E-06
Q6C8Z3,5.62266E-06
Q6C2P8,7.52784E-06
Q6CAG7,1.83101E-07
Q6CB38,8.25199E-06
Q6CAR5,5.96355E-07
Q6CGM2,4.23321E-06
Q6CGE0,7.26907E-06
Q6C2Y6,5.16905E-06
Q6CDX5,1.58442E-06
Q6C061,2.3698E-06
Q6C3R8,7.22892E-06
Q6CFI8,1.85267E-06
Q6CHP1,5.51255E-06
Q6C6Y9,8.23097E-06
Q6CAE9,2.18682E-06
Q6CB55,1.24703E-06
Q6C6R0,5.42641E-06
Q6C730,9.86409E-06
Q6C7L9,3.37683E-06
Q6C3F1,1.93591E-06
Q6CCS5,1.89786E-06
Q6C908,5.85053E-06
Q6CDV8,5.243E-06
Q6CE07,5.23721E-06
Q6CAB0,3.56345E-06
B5FVE6,1.05427E-06
Q6CEV9,7.45918E-06
Q6CA82,6.39412E-06
Q6CAR7,7.05533E-06
Q6C6P6,6.2907E-06
B5FVD0,6.67235E-06
Q6C9B4,8.27821E-06
B5FVH9,5.4732E-06
Q6C8K9,9.52755E-06
Q6C1D0,8.87815E-06
Q6C6X0,2.26357E-06
Q6C6D8,8.19615E-06
Q6CHE3,1.19572E-06
Q6CAL0,3.7845E-06
Q6C7K1,9.03402E-07
Q6CB89,3.8322E-06
Q6C240,8.31431E-06
Q6C490,2.96938E-06
Q6C2U5,9.43892E-07
Q6C484,7.40826E-06
Q6C782,6.12215E-06
Q6CGN4,5.47722E-06
Q6C1R7,9.40385E-06
Q6CFD4,2.35928E-06
Q6CHZ8,6.14227E-06
Q6C278,9.23439E-06
Q6CFP0,7.76446E-06
Q6C817,2.19952E-06
Q6CAL7,7.6288E-06
Q6CD69,6.80928E-06
Q6C0B4,7.04398E-06
Q6C950,7.89556E-06
Q6C6V4,7.84783E-06
Q6C7U5,8.30801E-08
Q6CHB1,1.83447E-06
Q6CD93,7.81362E-06
F2Z640,3.77967E-06
Q6C2Q6,8.59601E-06
Q6CEI8,6.43727E-06
Q6CCU3,6.29712E-06
Q6CCB1,2.31188E-06
Q6CD41,1.68667E-06
Q6C5G5,2.54487E-06
Q6C7K6,7.18863E-06
Q6CE08,4.87771E-07
Q6C3P8,1.33646E-06
Q6CBD5,1.58185E-07
Q6C4V4,3.21696E-06
Q6C1V8,1.78261E-06
Q6CF55,1.99633E-08
Q6CHY5,2.58372E-06
Q6CD73,8.59463E-06
Q6C4Z7,1.45903E-06
Q6CAH1,9.19522E-06
Q6CDL8,3.84922E-06
Q6C6D2,9.74603E-07
Q6CDS3,9.31401E-06
Q6CDC5,1.2508E-06
Q6C3N7,3.38961E-06
Q6C3W1,8.25998E-06
Q6C6V2,7.17484E-06
Q6C4M9,1.27441E-06
Q6C4L7,5.15382E-06
Q6C254,2.41404E-06
Q6CHF9,2.43496E-06
Q6C0X4,7.06526E-06
Q6CHR4,8.51206E-06
Q6CC54,6.87957E-06
Q6C126,9.44704E-06
Q6CAV3,5.38655E-06
Q6CHX0,5.17356E-06
Q6BZR5,6.96663E-06
Q6CAF5,9.74513E-06
Q6CDT5,2.71592E-06
Q6CC39,2.65854E-06
B5RSK5,4.21283E-07
Q6CH36,4.15885E-06
Q6CBY1,4.64644E-06
Q6CA53,2.66217E-06
Q6C272,3.79239E-06
Q6C0E2,3.15743E-06
Q6CEN2,7.19658E-06
Q6C4W1,1.56171E-06
Q6BZY3,8.33908E-07
F2Z619,4.541E-06
Q6CBS3,8.85868E-06
Q6C521,7.13172E-06
Q6C8K4,8.6716E-06
Q6CDW0,8.78105E-06
Q6CG61,5.78865E-07
Q6CCM8,7.38742E-06
Q6CB14,5.13788E-06
Q6C3W6,1.14756E-06
Q6C0Y2,1.85405E-06
Q6C4I9,2.02928E-06
Q6CCW2,7.59602E-06
Q6C0A6,5.24667E-07
Q6CF62,5.67541E-06
Q6C945,3.26954E-06
Q6C6L0,2.97052E-06
Q6CI09,8.52952E-06
Q6C7J7,1.00863E-06
Q6C930,7.49933E-06
Q6CBP2,3.31264E-06
Q6C195,6.72953E-06
Q6CI87,7.97209E-06
Q6CDX6,4.83869E-06
F2Z678,4.63898E-08
Q6C7S3,5.80085E-06
Q6CGM8,3.33352E-06
Q6C359,3.04821E-06
Q6CDN9,5.99279E-06
Q3V7I4,2.32388E-06
Q6CCF2,7.02904E-06
Q6CAL4,1.84004E-06
Q6C5S3,8.22405E-07
Q6C0B0,7.35179E-06
Q6C6B9,7.3917E-06
Q6CE46,5.13191E-06
Q6C4D6,4.55403E-06
Q6CEF7,8.79966E-06
Q6CGI3,8.23715E-06
Q6C7H6,2.29646E-06
P04264,9.45839E-06
Q6C2W3,8.85633E-06
Q6CDA7,1.93408E-06
Q6C963,9.88826E-06
Q6CFF6,2.5574E-07
Q6C3Q0,3.17813E-06
Q6CIA1,5.17656E-06
Q6C0Q9,3.75326E-06
Q6C3E5,5.60886E-06
Q6C5K3,6.07135E-06
Q6CDG1,6.87757E-06
Q6C9L9,2.56366E-06
Q6C8V2,9.66661E-06
Q6C1F6,3.21663E-06
Q6C5V6,7.31116E-06
Q6C9W7,7.25172E-06
Q6C987,3.35655E-06
Q6C0W3,4.48852E-07
F2Z626,6.99801E-06
Q6CE38,3.02905E-06
Q6C2F3,5.46327E-06
Q6C1E0,5.50045E-07
Q6C6P7,7.32935E-06
Q6C207,1.26502E-06
Q6CGK3,3.69241E-06
Q6C1V9,3.19241E-06
P41929,4.6798E-06
Q6CA27,1.31037E-06
Q6C874,8.57977E-07
Q6C503,8.03652E-06
B5RSJ5,2.23072E-06
Q6C3S5,8.4235E-07
Q6CHE9,8.16366E-06
Q6CBA5,3.67904E-07
Q6CA86,9.90555E-07
Q6C1N0,3.34177E-06
Q6C191,2.95419E-07
Q6C176,5.01038E-06
Q6C4H2,5.47459E-06
Q6CFT4,9.04716E-07
Q6C2H2,9.50328E-06
Q6CC79,3.90727E-06
Q6C5A6,2.87997E-07
Q6C8Z2,7.45216E-06
Q6C406,3.89368E-06
Q6CBQ3,5.99942E-06
Q6C5W6,8.09604E-06
Q6C157,9.26133E-06
Q6C9C4,8.68497E-06
F2Z5Z4,6.45371E-06
Q6CAF4,7.68577E-06
Q6CEG1,2.1567E-06
Q6CGL9,5.94982E-06
Q6CDL7,3.90564E-06
Q6C6L7,7.58045E-06
Q6CHP3,1.51448E-06
Q6C7V8,7.22116E-06
Q6C1I6,9.53671E-07
Q6C820,2.72446E-06
Q99161,2.84631E-06
Q6C3P0,1.27484E-06
Q6C9C2,3.27063E-07
Q6CDE2,8.2792E-06
Q6C004,4.37338E-06
F2Z673,4.73734E-06
Q6CFJ0,6.15099E-07
B5FVG3,1.94819E-07
Q6C8T8,1.18769E-06
Q6CDZ0,1.80299E-06
Q6C7I5,4.2027E-06
Q6C3Z6,1.31069E-06
Q6CB76,6.9166E-06
Q6CER7,5.09398E-06
Q6C5Q8,6.72884E-06
Q6C516,4.78377E-06
Q6CAP0,6.98475E-06
Q6CC71,6.22722E-06
Q6C763,8.22173E-06
Q6C0V4,4.26701E-06
B5FVE5,9.56847E-06
Q6CGB4,9.85382E-06
Q6C8T4,3.35264E-07
Q6C2N2,8.93366E-06
Q6C3L3,7.65798E-06
Q6C161,2.22245E-06
Q6BZU8,8.32848E-06
Q6C202,5.6768E-07
Q6CI60,1.39977E-06
Q6CDP7,1.08744E-06
Q6C881,5.79801E-06
P78978,6.26138E-06
Q6CGV9,3.98498E-06
Q6CFD9,8.18499E-06
Q6C5Q6,6.20584E-06
Q6CCB3,2.10598E-06
Q6CHY6,7.64113E-06
Q6CC93,2.01546E-06
Q6C3S2,4.6869E-06
F2Z6D3,6.93284E-07
Q6C368,4.35431E-06
Q6CCL9,5.55949E-06
Q6CGI9,6.10993E-06
Q6CH16,7.18875E-06
Q6C676,7.34967E-07
Q6BZY1,4.88829E-07
Q6C928,8.23768E-07
Q6C2I0,9.86087E-06
Q6C1J3,5.48982E-06
B5FVB9,5.39288E-06
Q6C036,3.33906E-06
Q6CD74,5.03384E-06
Q6C9T4,6.73809E-06
Q6CI17,2.70742E-06
Q6C643,4.00602E-06
Q6CAK0,9.00461E-06
Q6C7L2,6.47643E-06
Q6C6Q6,7.29749E-07
Q6CCG7,5.42737E-06
Q6C2X4,7.81473E-06
Q6C9V7,4.50551E-06
P36966,2.6578E-06
Q6CAS0,9.55633E-07
Q6CF20,1.65191E-07
B5U8Q6,6.33147E-07
Q6CEH8,1.95118E-06
Q6C6V5,5.55121E-06
Q6C034,8.29293E-06
Q6CFB0,3.18989E-06
Q6CG73,3.56008E-06
Q6CED1,6.00034E-06
Q6C0D2,2.44433E-06
Q6CD46,1.7807E-07
Q6C6I8,2.29495E-06
Q6CCJ4,8.41106E-06
Q6CF69,8.01492E-06
Q6BZQ2,6.16311E-07
Q6CEQ4,9.61503E-06
O43108,1.49669E-06
Q6CDY1,3.72765E-07
Q6C0G0,1.51591E-06
Q6CBJ6,4.56915E-06
Q6C6R7,1.79661E-06
Q6C310,6.59604E-06
Q6C674,5.67421E-06
Q6BZR9,3.35466E-06
Q6CHD8,9.97922E-06
Q6C3F3,1.94989E-06
Q6CC66,6.10443E-06
Q6C3H4,4.03209E-06
Q6CGT7,5.53914E-06
Q6C7K0,6.72059E-06
Q6CGL4,4.38071E-06
Q6CED6,2.97943E-06
Q6CDY5,2.0582E-06
Q6CDZ3,8.51773E-06
Q6C0L5,9.35497E-09
Q6CHN2,8.38679E-06
Q6C0W6,4.37837E-06
Q6C4Q7,2.34463E-06
Q6C685,7.39337E-07
Q6C243,4.60381E-06
Q6CAW1,7.62666E-06
Q6CEM7,3.14127E-06
Q6C178,6.95813E-06
Q6CAJ7,7.12284E-06
Q6C1F8,7.29151E-06
Q6CET3,3.6308E-06
Q6C3F0,1.27693E-06
F2Z6J3,3.66468E-06
Q6C593,4.57224E-06
Q6C4H1,5.25294E-06
Q6C0E7,8.25337E-06
Q6C4Q2,1.81743E-06
Q6C7D2,5.18908E-06
Q6CB69,7.02047E-06
Q6CAB3,8.16596E-06
Q6C3P2,1.94952E-06
Q6CI15,8.63558E-06
Q6C336,7.00129E-06
Q6BZT5,6.26148E-06
Q6CDG6,7.93003E-06
Q6C9D2,4.03512E-06
Q6CDM0,8.50557E-06
Q6C4G0,6.54229E-06
Q6CGS0,5.92594E-06
Q6CAZ1,2.47136E-06
Q6C1X4,8.9705E-06
Q6C6X4,3.95928E-06
Q6C7J2,8.95203E-06
Q6C4B5,2.43497E-06
Q6C6U1,6.02079E-06
Q6C8S2,5.38209E-06
Q6C1G5,6.19422E-07
Q6C5G6,1.74044E-06
Q6CB37,4.83661E-06
P41922,4.50182E-06
Q6C477,8.83585E-06
P38997,6.21279E-06
Q6C7V4,4.90906E-06
Q6CHJ9,2.46103E-06
Q6C6W5,9.31445E-06
Q6C7F3,1.78831E-06
Q6C016,3.8974E-07
Q6C5R1,3.51379E-06
Q6CFQ1,8.30413E-06
Q6C2U9,9.09863E-06
F2Z6C0,5.14612E-06
Q6CD31,6.34661E-06
Q6C0I8,6.90207E-06
Q6CGE9,6.82409E-06
Q6C535,6.6644E-06
P41924,8.65721E-06
Q6CB49,1.35434E-06
Q6CEH2,3.19966E-06
Q6C815,9.31433E-06
Q6C2M3,1.26503E-06
Q6C3U5,5.99241E-06
Q6CEY4,2.24239E-06
Q6CHQ5,7.11992E-06
Q6C933,8.6621E-06
Q6C9Y6,7.24073E-07
B5FVC1,1.57009E-06
Q6C932,1.88286E-06
Q6C3D7,5.286E-06
Q6CDE7,1.0524E-06
Q6CB46,7.57761E-07
Q6C834,7.20928E-06
Q6CEL8,6.69486E-07
Q6C7H8,5.74387E-06
Q6CES4,4.79684E-06
Q6C8T6,9.72872E-06
B5RSM6,3.77143E-06
Q6C9R9,9.86197E-06
Q6C923,3.52099E-06
Q6C182,2.99304E-06
Q6CG63,1.34991E-06
Q6C6K5,1.96627E-06
Q6C4W9,5.65664E-06
Q6CDB5,7.57843E-06
Q6CBP8,4.26235E-06
Q6C097,9.91837E-06
Q6CEV6,3.59491E-06
Q6C9T8,6.50296E-06
F2Z658,9.35561E-06
Q6C2N7,4.05486E-06
Q6C773,8.33009E-06
Q6CF39,1.82378E-06
Q6C931,9.19811E-06
Q6C880,8.55199E-06
Q6C0J5,1.07973E-06
Q6C2W9,9.09394E-06
Q6CE60,1.86043E-06
Q9Y753,8.22602E-06
Q6C7X2,6.0809E-06
Q6C3I4,6.70568E-07
Q6C915,5.74018E-07
Q6CHA1,9.35532E-06
O74936,2.03843E-06
Q6CAZ4,1.94092E-06
Q6CEU8,4.15448E-06
Q6CEL9,1.82466E-06
Q6CD02,1.43631E-07
Q6CBP5,4.45435E-06
Q6CEE1,9.75944E-06
Q6CFQ0,4.59584E-06
Q6CA43,6.89832E-06
Q6CF08,5.42357E-06
Q6C5U4,3.00544E-06
Q6C6Q7,6.29967E-06
Q6BZW8,3.62614E-06
Q6C8Q1,3.49848E-06
Q99145,2.89334E-06
Q6C1Q7,2.78458E-06
Q6C4B2,6.38869E-06
Q6C1X5,3.27065E-06
Q6C246,4.43724E-06
Q6CCN1,1.61312E-06
Q6C1H5,6.56278E-06
Q6C2L3,3.54216E-06
Q6C936,4.8672E-06
Q6C8C2,7.6465E-06
Q6C8Q9,6.80346E-06
Q6C1Z8,9.28736E-06
Q6C4P7,4.59554E-06
Q6C4U7,2.7431E-06
Q6CFI3,7.39897E-06
Q6C288,3.79209E-07
Q6CCQ4,7.19216E-06
Q6CBT9,3.34469E-07
Q6CEV2,4.30421E-06
Q6C7E6,5.87608E-06
Q12725,4.17612E-06
Q6C3L8,8.34713E-06
Q6C0U3,7.0414E-07
Q6C2R3,2.53696E-06
Q6C2A3,9.79672E-06
Q6C648,7.92846E-06
Q6C6Z2,4.87837E-06
Q6CEL4,5.35336E-06
Q6C393,7.69461E-06
Q6CI96,7.29346E-06
Q6C8T1,2.65294E-06
Q6C0R2,1.50364E-06
Q6C6V0,3.50099E-06
Q6C6S1,3.43289E-06
Q6CE89,7.15856E-06
Q6CGI5,1.78484E-08
Q6C9C1,8.57179E-06
Q6CAY2,8.73655E-06
F2Z650,4.22643E-06
Q6C768,6.54045E-06
Q6CE17,8.66182E-06
Q6C4G6,6.69654E-06
Q6CCG1,1.67744E-06
Q6CG51,2.80013E-06
Q6C023,5.35394E-06
Q6C042,7.36969E-06
Q6C627,2.00293E-06
Q6C8P2,2.83829E-06
Q6C9H6,6.82147E-08
Q6C594,1.57588E-06
B5FVD8,1.06E-06
Q6C2L9,1.17184E-06
Q6CF86,5.61335E-06
Q6CC60,3.93162E-06
Q6C019,8.77811E-06
Q6C4C3,6.80158E-06
Q6CI63,1.93913E-06
Q6C8V7,3.72357E-06
Q6CB42,6.5043E-07
Q6C0G1,6.25511E-06
Q6CA32,9.39556E-06
Q6C7U8,3.37573E-07
Q6C975,7.3836E-06
Q6C8U8,1.25196E-06
Q6CFH7,3.83601E-06
Q6C5X6,6.56888E-06
Q6CGG6,2.28277E-06
Q6CG29,3.15395E-06
Q6C6B2,2.78496E-06
Q6CCX4,8.45724E-06
Q6C5I6,9.10742E-06
Q6C5L3,6.2825E-06
Q6C273,8.27007E-06
F2Z660,4.02168E-06
Q6CBN4,2.1958E-06
Q6C4L9,8.27991E-06
Q6C4K4,7.27743E-06
Q6CCE3,8.56837E-06
Q6CH06,7.30477E-06
Q6CBN2,8.04574E-06
Q6C8Z7,4.55047E-06
Q6C5N8,6.4989E-06
Q6C9J8,8.57149E-06
Q6CBQ9,7.16837E-06
Q6C2D1,9.67696E-06
Q6C1Z7,2.6352E-06
Q6C2B8,3.94181E-06
Q6CHJ1,1.51007E-06
Q6C657,9.76426E-06
Q6CCW6,6.95042E-06
Q6C1I3,7.98453E-06
Q6CEB8,8.46847E-06
Q6C5V2,1.49656E-06
Q6C8P0,2.56094E-06
B5RSL8,3.06926E-07
Q6C3H9,4.93251E-06
Q6C2J2,2.84989E-06
Q6BZZ6,7.25089E-06
Q6C8E1,3.61451E-06
Q6C524,5.04691E-07
Q6C5H6,6.70837E-06
Q6C9N3,3.85258E-06
Q6CAR0,2.52875E-06
Q6BZU2,3.16899E-07
Q6C2S4,9.01114E-06
Q6C4P9,5.24651E-09
Q6CDP1,4.17078E-06
Q6CFX2,3.0285E-06
Q6C9T1,7.67257E-06
Q6CEJ8,7.3387E-06
Q6C8Z6,1.50137E-06
Q6C6Y7,1.44369E-06
Q6C7Q8,5.53014E-06
Q6C317,1.87636E-06
Q6C6Z7,9.99928E-06
Q6CDT1,6.24169E-06
Q6C573,2.97101E-06
Q6CA66,1.37256E-06
Q6CFJ5,6.62583E-06
Q6CI02,1.50406E-06
Q6C3V0,2.99165E-06
Q6C2W6,3.78709E-06
Q6CH33,2.99731E-06
Q6C1I9,2.87514E-06
Q6C438,4.72038E-06
Q6C6Z6,1.67612E-06
Q6C017,9.03687E-06
Q6CHU1,2.27825E-06
Q6C765,7.88505E-06
Q6CAW8,3.61696E-06
Q6CCY8,7.86656E-07
Q6C9A7,6.54227E-06
